,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
2503,PHE3152-002,PHE3152,2,체육논리및논술,3,2.0,전공필수,[   0 7680    0    0    0    0    0],권민정,상대평가, ,체육교육과-체육교육
2524,PHY1001-006,PHY1001,6,물리학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],유지현,상대평가, ,조선해양공학과-조선해양공학
2526,PHY1001-008,PHY1001,8,물리학 1,전체,3.0,교양필수,[   0 1008    0 1008    0    0    0],김말진,상대평가, ,산업경영공학과-산업경영공학
2536,PHY1001-018,PHY1001,18,물리학 1,1,3.0,교양필수,[  0 910   0 910   0   0   0],이승훈,상대평가, ,환경공학과-환경공학
2540,PHY1001-022,PHY1001,22,물리학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],노재우,상대평가, ,전기공학과-전기공학
2541,PHY1001-023,PHY1001,23,물리학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],박혜진,상대평가, ,전자공학과-전자공학
2543,PHY1001-025,PHY1001,25,물리학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],이승훈,상대평가, ,정보통신공학과-정보통신공학
2558,PHY1003-004,PHY1003,4,물리학실험 1,1,1.0,교양필수,[   0 7680    0    0    0    0    0],권민정,절대평가, ,항공우주공학과-항공우주공학
2562,PHY1003-008,PHY1003,8,물리학실험 1,전체,1.0,교양필수,[   0 7680    0    0    0    0    0],김현철,절대평가, ,산업경영공학과-산업경영공학
2592,PHY2001-001,PHY2001,1,고전역학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],허남정,상대평가, ,물리학과-물리학
2593,PHY2012-001,PHY2012,1,전자기학 2,2,3.0,전공필수,[58240 58240     0     0     0     0     0],유석재,상대평가, ,물리학과-물리학
2595,PHY2051-001,PHY2051,1,현대물리학,2,3.0,전공선택,[     0 459648 459648      0      0      0      0],유석재,상대평가, ,물리학과-물리학
2604,PHY3312-001,PHY3312,1,레이저 및 양자광학,3,3.0,전공선택,[   0 1008    0    0 1008    0    0],노재우,상대평가, ,물리학과-물리학
2605,PHY3401-001,PHY3401,1,신소재물리학,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],허윤,상대평가, ,물리학과-물리학
2610,PHY4501-001,PHY4501,1,핵물리학,4,3.0,전공선택,[    0 58240     0 58240     0     0     0],울룩백약시,절대평가,English,물리학과-물리학
2628,POL3139-001,POL3139,1,데이터사이언스로서의 정치학 입문,전체,3.0,전공선택,[   0 1008    0    0    0    0    0],김유진,상대평가, ,정치외교학과-정치외교학
2644,PSE2180-001,PSE2180,1,생명과 고분자,2,3.0,전공선택,[  0 896   0 896   0   0   0],신광수,상대평가, ,고분자공학과-고분자공학
2668,SBE3006-001,SBE3006,1,이차전지개론,전체,3.0,전공선택,[   0 1008    0 1008    0    0    0],김민규,절대평가, ,화학공학과-이차전지공학
2681,SES1001-001,SES1001,1,반도체시스템개론,1,3.0,전공필수,[  0 896   0 896   0   0   0],이영우,상대평가, ,반도체시스템공학과-반도체시스템공학
2711,SME2003-001,SME2003,1,스마트모빌리티기초실험,2,1.0,전공필수,[   0 7680    0    0    0    0    0],류춘우,절대평가, ,스마트모빌리티공학과-스마트모빌리티공학
2784,UMD1001-001,UMD1001,1,문제바탕 인체의 구조와 단면,1,10.0,전공필수,[2046 2046    0    0    0    0    0],"임명관,이경희,윤승환,최윤미,심유식,최정석,이성주,김현지,전윤상,신윤철,김일두",절대평가, ,의학과-의학
2793,UMD2005-001,UMD2005,1,신장 및 요로계,2,4.0,전공필수,[   0 8160    0 8160    0    0    0],"김미영,이승우,한지영,남정현,이자경,송준호,곽지연,이성근,황선덕,강동혁,정두용,김기표,김일진,김종원,유민영",상대평가, ,의학과-의학
