,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
1834,HKO3106-001,HKO3106,1,옛글과 현대언어문화,3,3.0,전공선택,[  0 112   0 112   0   0   0],김경혜,상대평가, ,한국어문학과-한국어문학
1849,HUM1001-004,HUM1001,4,언어의 이해,전체,3.0,교양필수,[  0 112   0 112   0   0   0],한승훈,상대평가, ,영어영문학과-영어영문학
1864,HUM1011-002,HUM1011,2,중국어 1,1,3.0,교양필수,[  0 112   0 112   0   0   0],박나현,상대평가, ,중국학과-중국학
1881,IBT1201-001,IBT1201,1,회계원론,1,3.0,전공필수,[  0 112   0 112   0   0   0],유정민,상대평가,"영어,English",기타-원어강의
1891,IBT3112-001,IBT3112,1,조직행동,3,3.0,전공필수,[  0 112   0   0 896   0   0],배경미,상대평가,"영어,English",IBT학과-국제경영학
1893,IBT3201-001,IBT3201,1,국제마케팅,3,3.0,전공필수,[  0 112 112   0   0   0   0],정소원,상대평가,"영어,English",IBT학과-국제경영학
1904,IBT4207-001,IBT4207,1,공학과 경영학 융합 캡스톤 디자인 (실습),4,1.0,전공선택,[ 0 30  0  0  0  0  0],"메히디,김빅토리아",절대평가,English,기타-원어강의
1914,ICE2003-001,ICE2003,1,전자기학 1,2,3.0,전공필수,[  0 112   0 112   0   0   0],오범환,상대평가,선수,정보통신공학과-정보통신공학
1925,ICE2013-002,ICE2013,2,객체지향프로그래밍 응용,2,3.0,전공선택,[ 0 30  0  0 30  0  0],최학남,절대평가,선수,정보통신공학과-정보통신공학
1929,ICE3008-001,ICE3008,1,전파공학,3,3.0,전공선택,[   0 1008 1008    0    0    0    0],박대영,상대평가, ,정보통신공학과-정보통신공학
1932,ICE3013-003,ICE3013,3,시스템프로그래밍,3,3.0,전공선택,[  0 112   0 112   0   0   0],김기창,절대평가,"영어,English",기타-원어강의
1933,ICE3015-001,ICE3015,1,임베디드시스템설계,3,4.0,전공선택,[480 112   0 112   0   0   0],박재현,절대평가,선수,정보통신공학과-정보통신공학
1969,IEN3024-001,IEN3024,1,산업공학실험,3,2.0,전공필수,[  0 510   0   0   0   0   0],박동현,절대평가, ,산업경영공학과-산업경영공학
1977,IEN4104-001,IEN4104,1,생산통제,4,3.0,전공선택,[  0 112   0  14   0   0   0],이석환,상대평가, ,산업경영공학과-산업경영공학
1996,ILS1010-001,ILS1010,1,형법총론,전체,3.0,전공선택,[   0 1008    0    0 1008    0    0],최준혁,상대평가, ,기타-법학과목
2005,INT1051-001,INT1051,1,실용중국어 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김수진,절대평가, ,국제통상학과-국제통상학
2006,INT1051-002,INT1051,2,실용중국어 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김수진,절대평가, ,국제통상학과-국제통상학
2007,INT1061-001,INT1061,1,실용일본어 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],이노구찌,절대평가, ,국제통상학과-국제통상학
2008,INT1061-002,INT1061,2,실용일본어 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],이노구찌,절대평가, ,국제통상학과-국제통상학
2043,IPS2349-001,IPS2349,1,촬영조명 1,2,2.0,전공선택,[   0 1008    0    0    0    0    0],김훈광,절대평가, ,연극영화학과-연극영화학
2047,IPS2471-001,IPS2471,1,무대 기술,2,2.0,전공선택,[   0 1008    0    0    0    0    0],박종화,절대평가, ,연극영화학과-연극영화학
2049,IPS3322-001,IPS3322,1,시나리오 작법 2,3,3.0,전공선택,[   0 1008    0    0    0    0    0],이상범,절대평가, ,연극영화학과-연극영화학
2068,ISE2235-001,ISE2235,1,자료구조,2,3.0,전공필수,[    0 57456     0     0 57456     0     0],후마윤,상대평가,English,기타-원어강의
2110,JPN2003-001,JPN2003,1,일본어작문 1,2,3.0,전공선택,[     0 458864 458864      0      0      0      0],민병찬,상대평가, ,일본언어문화학과-일본언어문화
2120,JPN4018-001,JPN4018,1,한일관계의 어제와 오늘,3,3.0,전공선택,[  0 112   0 112   0   0   0],모세종,상대평가, ,일본언어문화학과-일본언어문화
2121,KIN1001-001,KIN1001,1,스포츠과학개론,1,3.0,전공필수,[  0 126   0   0   0   0   0],"김민규,성종훈",상대평가, ,스포츠과학과-스포츠과학
2132,KIN2103-001,KIN2103,1,운동생리학,2,3.0,전공필수,[  0 126   0   0   0   0   0],곽효범,절대평가,"영어, English",기타-원어강의
2136,KIN3019-001,KIN3019,1,골프,3,1.0,전공선택,[  0 120   0   0   0   0   0],박동호,절대평가, ,스포츠과학과-스포츠과학
2138,KIN3019-003,KIN3019,3,골프,3,1.0,전공선택,[  0 120   0   0   0   0   0],"박수정,서호정",상대평가, ,스포츠과학과-스포츠과학
2157,KLC4161-001,KLC4161,1,미디어와 한국어,전체,3.0,전공선택,[  0 112 112   0   0   0   0],최권진,상대평가, ,KLC학과-국제한국언어문화학
2186,MEG2074-001,MEG2074,1,재료과학,2,3.0,전공선택,[  0 112   0 112   0   0   0],강태준,상대평가,선수,기계공학과-기계공학
2194,MEG2101-005,MEG2101,5,재료역학 1,2,3.0,전공필수,[   0 7280    0 7280    0    0    0],비벡쿠마르,절대평가,"English,선수",기계공학과-기계공학
2208,MEG3077-002,MEG3077,2,수치해석,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],박일웅,상대평가,선수,기계공학과-기계공학
2213,MEG3080-001,MEG3080,1,생산공정 및 3D프린팅 실험,3,1.0,전공필수,[ 0 30  0  0  0  0  0],이은상,절대평가,선수,기계공학과-기계공학
2222,MEG3110-003,MEG3110,3,기계공작법 1,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],유병훈,상대평가,선수,기계공학과-기계공학
2224,MEG3123-001,MEG3123,1,파워트레인공학,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],이대엽,상대평가, ,기계공학과-기계공학
2255,MSE2001-003,MSE2001,3,재료과학 1,2,3.0,전공필수,[7280 7280    0    0    0    0    0],이기안,상대평가,선수,신소재공학과-신소재공학
2262,MSE2006-001,MSE2006,1,결정학,2,3.0,전공필수,[    0 57456 57456     0     0     0     0],김상섭,상대평가, ,신소재공학과-신소재공학
2264,MSE2006-003,MSE2006,3,결정학,2,3.0,전공필수,[  0 112   0 112   0   0   0],이상진,상대평가, ,신소재공학과-신소재공학
2276,MSE3003-003,MSE3003,3,재료열역학,3,3.0,전공필수,[  0 112   0 112   0   0   0],김영재,상대평가, ,신소재공학과-신소재공학
2280,MSE3025-001,MSE3025,1,반도체소자,3,3.0,전공선택,[  0 112   0 112   0   0   0],최리노,절대평가,"영어,English",기타-원어강의
2297,MTH1001-006,MTH1001,6,일반수학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김태정,상대평가, ,조선해양공학과-조선해양공학
2304,MTH1001-013,MTH1001,13,일반수학 1,1,3.0,교양필수,[  0 126   0 126   0   0   0],유자도,상대평가, ,고분자공학과-고분자공학
2310,MTH1001-019,MTH1001,19,일반수학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],김경선,상대평가, ,환경공학과-환경공학
2311,MTH1001-020,MTH1001,20,일반수학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김기태,상대평가, ,공간정보공학과-공간정보공학
2313,MTH1001-022,MTH1001,22,일반수학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],김경선,상대평가, ,건축학부-건축학
2314,MTH1001-023,MTH1001,23,일반수학 1,1,3.0,교양필수,[  0 126   0 126   0   0   0],유자도,상대평가, ,에너지자원공학과-에너지자원공학
2315,MTH1001-024,MTH1001,24,일반수학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],김태길,상대평가, ,전기공학과-전기공학
2320,MTH1001-029,MTH1001,29,일반수학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],임선간,상대평가, ,정보통신공학과-정보통신공학
2323,MTH1001-032,MTH1001,32,일반수학 1,1,3.0,교양필수,[    0 57456     0 57456     0     0     0],신희성,상대평가, ,수학과-수학
2325,MTH1001-034,MTH1001,34,일반수학 1,1,3.0,교양필수,[   0 7280    0 7280    0    0    0],권희대,상대평가, ,통계학과-통계학
2337,MTH1001-046,MTH1001,46,일반수학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김기태,상대평가, ,인공지능공학과-인공지능공학
2349,MTH2004-001,MTH2004,1,집합론,2,3.0,전공선택,[  0 112   0 112   0   0   0],송용진,상대평가, ,수학과-수학
2357,MTH3221-001,MTH3221,1,대수학 1,3,3.0,전공선택,[  0 126   0   0 126   0   0],이익권,상대평가, ,수학과-수학
2359,MTH3400-001,MTH3400,1,이산수학과 그래프이론,3,3.0,전공선택,[  0 126   0 126   0   0   0],신희성,상대평가, ,수학과-수학
2361,MTH3622-001,MTH3622,1,수치해석학,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],조태창,상대평가, ,수학과-수학
2376,NOE3101-001,NOE3101,1,저항론,3,3.0,전공선택,[  0 112 112   0   0   0   0],송순석,절대평가,"영어,English",조선해양공학과-조선해양공학
2386,NOE4405-001,NOE4405,1,해저관로설계,4,3.0,전공선택,[  0 112 112   0   0   0   0],조철희,절대평가,"영어,English",조선해양공학과-조선해양공학
2391,NUR2002-001,NUR2002,1,미생물학,2,2.0,교양필수,[ 0 30  0  0  0  0  0],"신진욱,신민혜",상대평가, ,간호학과-간호학
2406,NUR3013-001,NUR3013,1,정신간호학 1,3,3.0,전공필수,[57456 57456     0     0     0     0     0],"이은진,김수정",상대평가, ,간호학과-간호학
2413,NUR3027-001,NUR3027,1,아동간호학1,3,3.0,전공필수,[126 126   0   0   0   0   0],"안영미,강나래",상대평가, ,간호학과-간호학
2436,NUR4017-001,NUR4017,1,간호관리학 2,4,2.0,전공필수,[ 0 30  0  0  0  0  0],손연주,상대평가, ,간호학과-간호학
2445,OCN1001-001,OCN1001,1,해양학 1,1,3.0,교양필수,[  0 112   0 112   0   0   0],박재훈,상대평가, ,해양과학과-해양과학
2447,OCN1005-002,OCN1005,2,일반해양학,1,3.0,교양필수,[  0 112   0 112   0   0   0],조형미,상대평가, ,식품영양학과-식품영양학
2455,OCN2602-001,OCN2602,1,어류생물학 및 실험,2,3.0,전공선택,[30 30  0  0  0  0  0],한경남,절대평가, ,해양과학과-해양과학
2459,OCN4408-001,OCN4408,1,극지환경과학,4,3.0,전공선택,[  0 112   0 112   0   0   0],홍성민,상대평가, ,해양과학과-해양과학
2466,PAD2125-001,PAD2125,1,공공경제학,전체,3.0,전공선택,[112 112   0   0   0   0   0],최동걸,상대평가, ,행정학과-행정학
2471,PAD2220-001,PAD2220,1,행정법 1,전체,3.0,전공선택,[  0 112 112   0   0   0   0],김민배,상대평가, ,행정학과-행정학
2477,PAD3116-001,PAD3116,1,정부회계원리,전체,3.0,전공선택,[112 112   0   0   0   0   0],최수영,상대평가, ,행정학과-행정학
2494,PHE2163-002,PHE2163,2,운동학습및심리,2,3.0,전공필수,[  0 126   0   0   0   0   0],김병준,상대평가, ,체육교육과-체육교육
2502,PHE3152-001,PHE3152,1,체육논리및논술,3,2.0,전공필수,[ 0 30  0  0  0  0  0],권민정,상대평가, ,체육교육과-체육교육
2510,PHI2103-001,PHI2103,1,윤리학,전체,3.0,전공선택,[112 112   0   0   0   0   0],최동용,상대평가, ,철학과-철학
2524,PHY1001-006,PHY1001,6,물리학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],유지현,상대평가, ,조선해양공학과-조선해양공학
2526,PHY1001-008,PHY1001,8,물리학 1,전체,3.0,교양필수,[   0 1008    0 1008    0    0    0],김말진,상대평가, ,산업경영공학과-산업경영공학
2540,PHY1001-022,PHY1001,22,물리학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],노재우,상대평가, ,전기공학과-전기공학
2541,PHY1001-023,PHY1001,23,물리학 1,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],박혜진,상대평가, ,전자공학과-전자공학
2543,PHY1001-025,PHY1001,25,물리학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],이승훈,상대평가, ,정보통신공학과-정보통신공학
2583,PHY1003-029,PHY1003,29,물리학실험 1,1,1.0,교양필수,[ 0 30  0  0  0  0  0],권민정,절대평가, ,반도체시스템공학과-반도체시스템공학
2584,PHY1003-030,PHY1003,30,물리학실험 1,1,1.0,교양필수,[ 0 30  0  0  0  0  0],김현철,절대평가, ,수학과-수학
2592,PHY2001-001,PHY2001,1,고전역학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],허남정,상대평가, ,물리학과-물리학
2597,PHY2204-001,PHY2204,1,수리물리학 1,2,3.0,전공필수,[  0 112   0   0 112   0   0],최민석,상대평가, ,물리학과-물리학
2604,PHY3312-001,PHY3312,1,레이저 및 양자광학,3,3.0,전공선택,[   0 1008    0    0 1008    0    0],노재우,상대평가, ,물리학과-물리학
2605,PHY3401-001,PHY3401,1,신소재물리학,3,3.0,전공선택,[   0 1008    0 1008    0    0    0],허윤,상대평가, ,물리학과-물리학
2613,PMD1008-001,PMD1008,1,인체생물학,1,3.0,전공필수,[   0 7280    0 7280    0    0    0],"권계숙,송준호,김홍석,문영아,최정석,차종호,김경진,장지훈,권순욱",상대평가, ,의예과-의예
2615,PMD2010-001,PMD2010,1,세포의 구조와 기능,2,3.0,전공필수,[   0 7280    0 7280    0    0    0],"김채균,곽지연,최석진,한인옥,김경진",상대평가,선수,의예과-의예
2625,POL3127-001,POL3127,1,미국정치,전체,3.0,전공선택,[112 112   0   0   0   0   0],최준영,상대평가, ,정치외교학과-정치외교학
2628,POL3139-001,POL3139,1,데이터사이언스로서의 정치학 입문,전체,3.0,전공선택,[   0 1008    0    0    0    0    0],김유진,상대평가, ,정치외교학과-정치외교학
2632,POL4125-001,POL4125,1,유럽정치,전체,3.0,전공선택,[  0 112   0 112   0   0   0],조경희,상대평가, ,정치외교학과-정치외교학
2638,POL4251-001,POL4251,1,정체성의 정치와 세계시민교육,전체,3.0,전공선택,[  0 112 112   0   0   0   0],이진영,상대평가, ,정치외교학과-정치외교학
2643,PSE2060-001,PSE2060,1,재료과학,2,3.0,전공선택,[   0 7280    0 7280    0    0    0],권용구,상대평가, ,고분자공학과-고분자공학
2647,PSE3170-001,PSE3170,1,고분자기기분석,3,3.0,전공선택,[   0 7280    0 7280    0    0    0],권용구,상대평가, ,고분자공학과-고분자공학
2656,PSE4181-001,PSE4181,1,고분자실험 2,4,2.0,전공필수,[  0 510   0   0   0   0   0],최우혁,절대평가, ,고분자공학과-고분자공학
2668,SBE3006-001,SBE3006,1,이차전지개론,전체,3.0,전공선택,[   0 1008    0 1008    0    0    0],김민규,절대평가, ,화학공학과-이차전지공학
2712,SME2003-002,SME2003,2,스마트모빌리티기초실험,2,1.0,전공필수,[  0 240   0   0   0   0   0],류춘우,절대평가, ,스마트모빌리티공학과-스마트모빌리티공학
2725,SOS1105-001,SOS1105,1,경제수학,전체,3.0,교양필수,[  0 112 112   0   0   0   0],정세은,상대평가, ,경제학과-경제학
2733,SSE1241-001,SSE1241,1,문화와 교육,1,3.0,전공선택,[  0 126   0   0   0   0   0],"김영순,정경희",상대평가, ,사회교육과-사회교육
2734,SSE1241-002,SSE1241,2,문화와 교육,1,3.0,전공선택,[  0 126   0   0   0   0   0],"김영순,정경희",상대평가, ,사회교육과-사회교육
2756,STS2017-001,STS2017,1,통계분석방법,2,3.0,전공선택,[  0 126   0 126   0   0   0],조성일,상대평가, ,통계학과-통계학
2763,STS3004-001,STS3004,1,실험계획법,3,3.0,전공선택,[  0 112   0 112   0   0   0],조민호,상대평가, ,통계학과-통계학
2767,STS4034-001,STS4034,1,생존분석 및 실습,4,3.0,전공선택,[  0 112   0 112   0   0   0],온일상,절대평가, ,통계학과-통계학
2773,SWE2207-001,SWE2207,1,사회복지와 인권,2,3.0,전공선택,[  0 126   0   0   0   0   0],황순찬,상대평가, ,사회복지학과-사회복지학
2784,UMD1001-001,UMD1001,1,문제바탕 인체의 구조와 단면,1,10.0,전공필수,[2046 2046    0    0    0    0    0],"임명관,이경희,윤승환,최윤미,심유식,최정석,이성주,김현지,전윤상,신윤철,김일두",절대평가, ,의학과-의학
2794,UMD2006-001,UMD2006,1,정신계,2,4.0,전공필수,[      0 1966110       0 1966110       0       0       0],"이정섭,배재남,김원형,김양식",상대평가, ,의학과-의학
2834,UMD4035-002,UMD4035,2,의학연구 3,4,4.0,전공선택,[  0 510   0   0   0   0   0],임민경,Pass/Fail, ,의학과-의학
2835,UMD4035-003,UMD4035,3,의학연구 3,4,4.0,전공선택,[  0 510   0   0   0   0   0],서영주,상대평가, ,의학과-의학
