,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
1853,HUM1002-003,HUM1002,3,문학의 이해,전체,3.0,교양필수,[    0 64512     0 64512     0     0     0],엄재덕,상대평가, ,영어영문학과-영어영문학
1865,HUM1011-003,HUM1011,3,중국어 1,1,3.0,교양필수,[   0 7168    0 7168    0    0    0],박나현,상대평가, ,중국학과-중국학
1874,HUM1031-001,HUM1031,1,프랑스어 1,전체,3.0,교양필수,[7168 7168    0    0    0    0    0],김세리,상대평가, ,프랑스언어문화학과-프랑스언어문화
1883,IBT2102-001,IBT2102,1,국제경영전략,2,3.0,전공필수,[   0 7168    0    0   14    0    0],배경미,상대평가,"영어,English",IBT학과-국제경영학
1899,IBT4108-001,IBT4108,1,테크놀로지 혁신과 기업가정신,전체,3.0,전공선택,[     0 465920 465920      0      0      0      0],김빅토리아,상대평가, ,IBT학과-국제경영학
1907,ICE1001-003,ICE1001,3,정보통신입문,1,3.0,전공필수,[   0 7168    0 7168    0    0    0],최원익,상대평가, ,정보통신공학과-정보통신공학
1911,ICE2002-001,ICE2002,1,회로이론,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],서영교,상대평가, ,정보통신공학과-정보통신공학
1928,ICE3002-002,ICE3002,2,확률변수론,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],유상조,상대평가, ,정보통신공학과-정보통신공학
1968,IEN3016-001,IEN3016,1,경영과학 2,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],이현록,상대평가, ,산업경영공학과-산업경영공학
1975,IEN4023-001,IEN4023,1,산업공학종합설계,4,3.0,전공필수,[    0 64512     0     0     0     0     0],이우기,Pass/Fail, ,산업경영공학과-산업경영공학
2011,INT2039-001,INT2039,1,중국어독해연습 1,2,3.0,전공선택,[   0 7168    0 7168    0    0    0],김수진,절대평가, ,국제통상학과-국제통상학
2037,IPS1446-001,IPS1446,1,기초연기1,1,3.0,전공필수,[    0 64512     0     0     0     0     0],황정미,절대평가, ,연극영화학과-연극영화학
2059,IPS4354-001,IPS4354,1,영화제작 3,4,2.0,전공선택,[    0 64512     0     0     0     0     0],이광훈,절대평가,캡스톤디자인,연극영화학과-연극영화학
2114,JPN3014-001,JPN3014,1,일본어표현연습,3,3.0,전공선택,[465920 465920      0      0      0      0      0],민병찬,상대평가, ,일본언어문화학과-일본언어문화
2154,KLC3161-001,KLC3161,1,한국어통번역 입문,전체,3.0,전공필수,[   0 7168 7168    0    0    0    0],최권진,상대평가, ,KLC학과-국제한국언어문화학
2187,MEG2074-002,MEG2074,2,재료과학,2,3.0,전공선택,[     0 465920      0 465920      0      0      0],김성은,상대평가,선수,기계공학과-기계공학
2194,MEG2101-005,MEG2101,5,재료역학 1,2,3.0,전공필수,[   0 7280    0 7280    0    0    0],비벡쿠마르,절대평가,"English,선수",기계공학과-기계공학
2201,MEG2160-003,MEG2160,3,동역학 1,2,3.0,전공필수,[   0 7182    0 7182    0    0    0],김호욱,상대평가,선수,기계공학과-기계공학
2217,MEG3104-002,MEG3104,2,기계요소설계,3,3.0,전공선택,[   0 7182    0 7182    0    0    0],이철희,상대평가,선수,기계공학과-기계공학
2221,MEG3110-002,MEG3110,2,기계공작법 1,3,3.0,전공선택,[   0 7182    0 7182    0    0    0],양현진,상대평가,선수,기계공학과-기계공학
2244,MEG4104-001,MEG4104,1,초소형기계시스템,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],강태준,상대평가, ,기계공학과-기계공학
2255,MSE2001-003,MSE2001,3,재료과학 1,2,3.0,전공필수,[7280 7280    0    0    0    0    0],이기안,상대평가,선수,신소재공학과-신소재공학
2259,MSE2005-001,MSE2005,1,재료역학,2,3.0,전공필수,[465920 465920      0      0      0      0      0],조원승,상대평가, ,신소재공학과-신소재공학
2263,MSE2006-002,MSE2006,2,결정학,2,3.0,전공필수,[   0 8064 8064    0    0    0    0],김상섭,상대평가, ,신소재공학과-신소재공학
2275,MSE3003-002,MSE3003,2,재료열역학,3,3.0,전공필수,[   0 8064    0 8064    0    0    0],고원석,상대평가, ,신소재공학과-신소재공학
2279,MSE3011-001,MSE3011,1,재료강도학,3,3.0,전공선택,[7182 7182    0    0    0    0    0],이기안,상대평가,선수,신소재공학과-신소재공학
2281,MSE3025-002,MSE3025,2,반도체소자,3,3.0,전공선택,[   0 8064 8064    0    0    0    0],이문상,상대평가, ,신소재공학과-신소재공학
2287,MSE4005-001,MSE4005,1,복합재료,4,3.0,전공선택,[     0 465920 465920      0      0      0      0],조원승,상대평가, ,신소재공학과-신소재공학
2302,MTH1001-011,MTH1001,11,일반수학 1,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],김태길,상대평가, ,화학공학과-화학공학
2306,MTH1001-015,MTH1001,15,일반수학 1,1,3.0,교양필수,[   0 7168    0    0 7168    0    0],임선간,상대평가, ,신소재공학과-신소재공학
2307,MTH1001-016,MTH1001,16,일반수학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],김태정,상대평가, ,신소재공학과-신소재공학
2325,MTH1001-034,MTH1001,34,일반수학 1,1,3.0,교양필수,[   0 7280    0 7280    0    0    0],권희대,상대평가, ,통계학과-통계학
2328,MTH1001-037,MTH1001,37,일반수학 1,1,3.0,교양필수,[   0 7168    0 7168    0    0    0],조태창,상대평가, ,해양과학과-해양과학
2336,MTH1001-045,MTH1001,45,일반수학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],김기태,상대평가, ,컴퓨터공학과-컴퓨터공학
2343,MTH1002-004,MTH1002,4,일반수학 2,1,3.0,교양필수,[   0 7168    0    0 7168    0    0],전상표,상대평가, ,수학과-수학
2350,MTH2005-001,MTH2005,1,해석학1,2,3.0,전공필수,[   0 7680    0 7680    0    0    0],강현배,절대평가, ,수학과-수학
2373,NOE2312-002,NOE2312,2,IT융합공학 및 실습,2,3.0,전공필수,[64512 64512     0     0     0     0     0],이장현,절대평가, ,조선해양공학과-조선해양공학
2384,NOE4306-001,NOE4306,1,열전달,3,3.0,전공선택,[    0 64512 64512     0     0     0     0],이장현,절대평가,"영어,English",조선해양공학과-조선해양공학
2396,NUR2010-002,NUR2010,2,기본간호학 1,2,2.0,전공필수,[   0 7680    0    0    0    0    0],서민희,상대평가, ,간호학과-간호학
2397,NUR2012-001,NUR2012,1,기본간호학실습 1,2,1.0,전공필수,[    0 15360     0     0     0     0     0],김화순,절대평가, ,간호학과-간호학
2407,NUR3013-002,NUR3013,2,정신간호학 1,3,3.0,전공필수,[   0 8064 8064    0    0    0    0],"이은진,김수정",상대평가, ,간호학과-간호학
2409,NUR3024-002,NUR3024,2,성인간호학1,3,3.0,전공필수,[     0 465920      0 465920      0      0      0],"김수현,김지영",상대평가, ,간호학과-간호학
2414,NUR3027-002,NUR3027,2,아동간호학1,3,3.0,전공필수,[   0 8064 8064    0    0    0    0],"안영미,강나래",상대평가, ,간호학과-간호학
2438,NUR4024-001,NUR4024,1,지역사회간호학 2,4,3.0,전공필수,[   0 7168    0 7168    0    0    0],"함옥경,이지연",상대평가, ,간호학과-간호학
2453,OCN2402-001,OCN2402,1,해양환경분석 및 실험,2,3.0,전공선택,[   0 7680    0 7680    0    0    0],조형미,절대평가, ,해양과학과-해양과학
2456,OCN3312-001,OCN3312,1,문제해결형 해양역학자료분석 및 실습,3,3.0,전공선택,[     0 130560      0      0 130560      0      0],박재훈,절대평가, ,해양과학과-해양과학
2460,PAD2108-001,PAD2108,1,의사결정 심리학,전체,3.0,전공선택,[7168 7168    0    0    0    0    0],김진영,상대평가, ,행정학과-행정학
2470,PAD2219-001,PAD2219,1,헌법 1,전체,3.0,전공선택,[   0 7182    0 7182    0    0    0],서경석,상대평가, ,행정학과-행정학
2483,PAD3217-001,PAD3217,1,경제학연습,전체,3.0,전공선택,[7168 7168    0    0    0    0    0],최동걸,상대평가, ,행정학과-행정학
2503,PHE3152-002,PHE3152,2,체육논리및논술,3,2.0,전공필수,[   0 7680    0    0    0    0    0],권민정,상대평가, ,체육교육과-체육교육
2520,PHY1001-002,PHY1001,2,물리학 1,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],유지현,상대평가, ,기계공학과-기계공학
2521,PHY1001-003,PHY1001,3,물리학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],김말진,상대평가, ,기계공학과-기계공학
2523,PHY1001-005,PHY1001,5,물리학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],이승훈,상대평가, ,항공우주공학과-항공우주공학
2534,PHY1001-016,PHY1001,16,물리학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],울룩백약시,절대평가,English,기타-원어강의
2547,PHY1001-029,PHY1001,29,물리학 1,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],최민석,상대평가, ,물리학과-물리학
2558,PHY1003-004,PHY1003,4,물리학실험 1,1,1.0,교양필수,[   0 7680    0    0    0    0    0],권민정,절대평가, ,항공우주공학과-항공우주공학
2562,PHY1003-008,PHY1003,8,물리학실험 1,전체,1.0,교양필수,[   0 7680    0    0    0    0    0],김현철,절대평가, ,산업경영공학과-산업경영공학
2594,PHY2017-001,PHY2017,1,전자물리학,2,3.0,전공선택,[   0 7168    0 7168    0    0    0],정종훈,상대평가, ,물리학과-물리학
2602,PHY3021-001,PHY3021,1,양자물리학 1,3,3.0,전공필수,[7168 7168    0    0    0    0    0],이병찬,상대평가, ,물리학과-물리학
2609,PHY4404-001,PHY4404,1,반도체물리학,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],이근섭,절대평가,"영어, English",물리학과-물리학
2613,PMD1008-001,PMD1008,1,인체생물학,1,3.0,전공필수,[   0 7280    0 7280    0    0    0],"권계숙,송준호,김홍석,문영아,최정석,차종호,김경진,장지훈,권순욱",상대평가, ,의예과-의예
2615,PMD2010-001,PMD2010,1,세포의 구조와 기능,2,3.0,전공필수,[   0 7280    0 7280    0    0    0],"김채균,곽지연,최석진,한인옥,김경진",상대평가,선수,의예과-의예
2627,POL3137-001,POL3137,1,외교실무의 이해,전체,3.0,전공선택,[    0 64512     0     0     0     0     0],이정관,상대평가, ,정치외교학과-정치외교학
2637,POL4248-001,POL4248,1,공공외교의 이해,전체,3.0,전공선택,[   0 7168 7168    0    0    0    0],이진영,상대평가, ,정치외교학과-정치외교학
2643,PSE2060-001,PSE2060,1,재료과학,2,3.0,전공선택,[   0 7280    0 7280    0    0    0],권용구,상대평가, ,고분자공학과-고분자공학
2647,PSE3170-001,PSE3170,1,고분자기기분석,3,3.0,전공선택,[   0 7280    0 7280    0    0    0],권용구,상대평가, ,고분자공학과-고분자공학
2652,PSE4060-001,PSE4060,1,기능성신소재,4,3.0,전공선택,[    0 64512     0     0     0     0     0],김철희,상대평가, ,고분자공학과-고분자공학
2671,SBE3010-001,SBE3010,1,이차전지 유기소재,전체,3.0,전공선택,[7168 7168    0    0    0    0    0],이근형,상대평가, ,화학공학과-이차전지공학
2678,SEE3101-001,SEE3101,1,반도체개론,전체,3.0,전공필수,[    0 64512     0 64512     0     0     0],최리노,상대평가, ,신소재공학과-반도체공학
2711,SME2003-001,SME2003,1,스마트모빌리티기초실험,2,1.0,전공필수,[   0 7680    0    0    0    0    0],류춘우,절대평가, ,스마트모빌리티공학과-스마트모빌리티공학
2716,SOS1101-002,SOS1101,2,행정학개론,1,3.0,교양필수,[7168 7168    0    0    0    0    0],정일섭,상대평가, ,행정학과-행정학
2719,SOS1102-001,SOS1102,1,정치학개론,전체,3.0,교양필수,[7168 7168    0    0    0    0    0],최준영,상대평가, ,정치외교학과-정치외교학
2753,STS1801-001,STS1801,1,일반통계학,2,3.0,교양필수,[   0 7168    0 7168    0    0    0],김지혜,상대평가, ,식품영양학과-식품영양학
2757,STS2018-001,STS2018,1,확률론,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],조성훈,상대평가,통계학 주전공생 전용 분반,통계학과-통계학
2758,STS2018-002,STS2018,2,확률론,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],온일상,상대평가,다중전공생 전용 분반,통계학과-통계학
2769,STS4043-001,STS4043,1,데이터마이닝,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],박헌진,상대평가, ,통계학과-통계학
2793,UMD2005-001,UMD2005,1,신장 및 요로계,2,4.0,전공필수,[   0 8160    0 8160    0    0    0],"김미영,이승우,한지영,남정현,이자경,송준호,곽지연,이성근,황선덕,강동혁,정두용,김기표,김일진,김종원,유민영",상대평가, ,의학과-의학
2795,UMD2008-001,UMD2008,1,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,김채균,김홍석,문영아,김지원",절대평가, ,의학과-의학
2796,UMD2008-002,UMD2008,2,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,김채균,한인옥,이운규,권순욱",절대평가, ,의학과-의학
2797,UMD2008-003,UMD2008,3,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,이운규,김홍석,김아진,임민경",절대평가, ,의학과-의학
2798,UMD2008-004,UMD2008,4,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,이건영,박윤규,곽지연,문영아",절대평가, ,의학과-의학
2799,UMD2008-005,UMD2008,5,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"박헌주,최지호,박윤규,차석호,김일진",절대평가, ,의학과-의학
2800,UMD2008-006,UMD2008,6,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,한인옥,진영주,차종호,임민경",절대평가, ,의학과-의학
2801,UMD2008-007,UMD2008,7,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"박헌주,성도환,최지호,곽지연,차종호",절대평가, ,의학과-의학
2802,UMD2008-008,UMD2008,8,문제바탕학습Ⅱ,2,2.0,전공필수,[    0 15360     0     0     0     0     0],"최지호,박현선,차석호,김윤희",절대평가, ,의학과-의학
2886,UMD4049-001,UMD4049,1,이비인후과학실습,4,2.0,전공선택,[      0 1047552       0       0       0       0       0],"김규성,최정석,김현지,김지원,김성열",절대평가, ,의학과-의학
